model: yolov8l.yaml (Train8) 500 epochs
                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    158,                0.60998,                0.51988,                 1.1324,                 0.9723,                0.98813,                0.99305,                0.96893,                0.27393,                0.18114,                0.84668,              0.0069112,              0.0069112,              0.0069112
                    159,                0.60862,                0.51983,                 1.1278,                0.97281,                0.98739,                0.99308,                0.96904,                0.27295,                0.18054,                0.84583,              0.0068914,              0.0068914,              0.0068914
                    160,                0.60839,                0.51997,                 1.1294,                0.97231,                0.98813,                 0.9931,                0.96936,                0.27197,                0.18007,                0.84497,              0.0068716,              0.0068716,              0.0068716
                    161,                0.60732,                0.51979,                 1.1252,                0.97222,                0.98835,                 0.9931,                0.96967,                0.27096,                0.17949,                 0.8441,              0.0068518,              0.0068518,              0.0068518
                    162,                0.60595,                0.51866,                 1.1272,                0.97293,                 0.9875,                0.99314,                0.97013,                0.26999,                0.17897,                0.84335,               0.006832,               0.006832,               0.006832
                    163,                0.60413,                 0.5185,                 1.1264,                0.97301,                0.98746,                0.99317,                0.97054,                0.26896,                0.17847,                0.84251,              0.0068122,              0.0068122,              0.0068122
                    164,                0.60745,                0.51482,                 1.1244,                0.97313,                0.98735,                0.99319,                0.97074,                0.26788,                0.17801,                0.84164,              0.0067924,              0.0067924,              0.0067924
                    165,                0.60307,                  0.514,                 1.1214,                0.97305,                0.98748,                 0.9932,                 0.9708,                0.26691,                0.17772,                0.84074,              0.0067726,              0.0067726,              0.0067726
                    166,                0.60198,                 0.5167,                 1.1185,                0.97318,                0.98742,                0.99322,                0.97098,                0.26574,                0.17714,                0.83976,              0.0067528,              0.0067528,              0.0067528
                    167,                0.60595,                0.51341,                  1.121,                0.97342,                0.98741,                0.99323,                0.97119,                0.26477,                0.17669,                 0.8389,               0.006733,               0.006733,               0.006733
                    168,                0.60458,                0.51694,                 1.1253,                0.97369,                 0.9871,                0.99325,                0.97129,                 0.2638,                 0.1761,                0.83813,              0.0067132,              0.0067132,              0.0067132
                    169,                0.59708,                0.51002,                 1.1187,                0.97368,                0.98701,                0.99325,                0.97157,                0.26292,                0.17563,                0.83738,              0.0066934,              0.0066934,              0.0066934
                    170,                0.59741,                0.50319,                 1.1173,                0.97388,                0.98668,                0.99326,                0.97181,                0.26191,                0.17518,                0.83656,              0.0066736,              0.0066736,              0.0066736
                    171,                0.60055,                0.50831,                 1.1146,                0.97414,                0.98676,                0.99328,                0.97214,                0.26104,                 0.1746,                0.83576,              0.0066538,              0.0066538,              0.0066538
                    172,                 0.5978,                0.50632,                 1.1152,                0.97455,                0.98622,                0.99329,                0.97234,                0.26008,                0.17401,                0.83496,               0.006634,               0.006634,               0.006634
                    173,                0.59495,                0.50141,                 1.1142,                0.97488,                0.98616,                0.99331,                0.97263,                0.25913,                0.17358,                0.83417,              0.0066142,              0.0066142,              0.0066142
                    174,                0.59136,                0.50662,                 1.1199,                0.97528,                0.98578,                0.99333,                0.97276,                0.25821,                0.17305,                0.83355,              0.0065944,              0.0065944,              0.0065944
                    175,                0.59844,                0.50979,                 1.1158,                0.97532,                0.98574,                0.99333,                0.97298,                0.25739,                0.17255,                0.83291,              0.0065746,              0.0065746,              0.0065746
                    176,                0.59466,                0.50393,                 1.1182,                0.97511,                0.98576,                0.99334,                0.97329,                0.25664,                0.17215,                0.83237,              0.0065548,              0.0065548,              0.0065548
                    177,                0.58938,                0.50401,                 1.1137,                 0.9753,                0.98548,                0.99335,                0.97339,                0.25584,                 0.1717,                0.83175,               0.006535,               0.006535,               0.006535
                    178,                0.59119,                0.50263,                 1.1132,                0.97562,                0.98495,                0.99334,                0.97364,                0.25497,                0.17123,                0.83113,              0.0065152,              0.0065152,              0.0065152
                    179,                0.58543,                0.49442,                 1.1064,                0.97561,                  0.985,                0.99335,                0.97372,                 0.2541,                0.17065,                0.83042,              0.0064954,              0.0064954,              0.0064954
                    180,                0.58961,                0.50314,                 1.1032,                0.97553,                 0.9852,                0.99337,                0.97396,                0.25329,                 0.1702,                0.82966,              0.0064756,              0.0064756,              0.0064756
                    181,                 0.5884,                0.50114,                 1.1121,                0.97577,                0.98517,                0.99337,                0.97418,                0.25249,                 0.1696,                0.82908,              0.0064558,              0.0064558,              0.0064558
                    182,                0.58348,                0.49878,                  1.113,                0.97536,                0.98539,                 0.9934,                0.97445,                0.25176,                0.16912,                0.82851,               0.006436,               0.006436,               0.006436
                    183,                0.58415,                0.49224,                 1.1058,                0.97535,                0.98542,                 0.9934,                0.97459,                0.25103,                0.16875,                0.82791,              0.0064162,              0.0064162,              0.0064162
                    184,                0.58271,                0.49687,                 1.1074,                0.97537,                0.98533,                 0.9934,                0.97472,                0.25032,                0.16831,                0.82735,              0.0063964,              0.0063964,              0.0063964
                    185,                0.57833,                0.49389,                 1.1039,                0.97545,                 0.9852,                0.99342,                0.97493,                0.24953,                 0.1681,                0.82677,              0.0063766,              0.0063766,              0.0063766
                    186,                 0.5792,                0.49353,                 1.0976,                0.97602,                0.98484,                0.99342,                0.97495,                0.24877,                0.16775,                0.82601,              0.0063568,              0.0063568,              0.0063568
                    187,                0.58107,                 0.4909,                  1.105,                0.97597,                0.98477,                0.99343,                0.97526,                0.24806,                0.16732,                0.82536,               0.006337,               0.006337,               0.006337
                    188,                0.57768,                0.48657,                 1.1057,                0.97611,                0.98464,                0.99343,                0.97532,                0.24735,                0.16696,                0.82489,              0.0063172,              0.0063172,              0.0063172
                    189,                0.57625,                0.48488,                 1.0993,                0.97624,                0.98446,                0.99345,                0.97557,                0.24658,                0.16635,                0.82427,              0.0062974,              0.0062974,              0.0062974
                    190,                0.57673,                0.48752,                 1.1036,                0.97668,                0.98405,                0.99346,                0.97562,                0.24588,                0.16602,                0.82373,              0.0062776,              0.0062776,              0.0062776
                    191,                0.57383,                0.48552,                 1.1007,                0.97639,                0.98408,                0.99347,                0.97577,                0.24522,                0.16572,                0.82319,              0.0062578,              0.0062578,              0.0062578
                    192,                0.57369,                0.48313,                 1.0949,                0.97625,                0.98413,                0.99347,                0.97593,                0.24439,                0.16517,                0.82256,               0.006238,               0.006238,               0.006238
                    193,                0.57637,                0.48758,                 1.0962,                0.97627,                0.98422,                0.99347,                0.97606,                0.24371,                0.16478,                0.82194,              0.0062182,              0.0062182,              0.0062182
                    194,                0.57178,                0.48133,                 1.0934,                0.97657,                0.98428,                0.99348,                0.97634,                0.24315,                0.16416,                0.82141,              0.0061984,              0.0061984,              0.0061984
                    195,                0.57342,                0.48161,                 1.0962,                 0.9769,                0.98416,                0.99349,                0.97637,                 0.2425,                0.16367,                0.82088,              0.0061786,              0.0061786,              0.0061786
                    196,                0.57073,                0.47942,                 1.0938,                0.97689,                0.98391,                 0.9935,                0.97645,                 0.2418,                0.16329,                0.82026,              0.0061588,              0.0061588,              0.0061588
                    197,                0.57281,                0.48319,                 1.0936,                0.97702,                0.98357,                 0.9935,                0.97669,                0.24106,                0.16297,                0.81961,               0.006139,               0.006139,               0.006139
                    198,                0.57131,                0.48004,                 1.0893,                0.97638,                0.98402,                0.99351,                 0.9768,                0.24039,                0.16265,                0.81899,              0.0061192,              0.0061192,              0.0061192
                    199,                0.56932,                0.47785,                 1.0882,                0.97647,                0.98399,                0.99352,                0.97692,                0.23973,                0.16244,                0.81839,              0.0060994,              0.0060994,              0.0060994
                    200,                0.56693,                 0.4761,                 1.0881,                0.97695,                0.98333,                0.99352,                0.97699,                0.23901,                 0.1621,                0.81778,              0.0060796,              0.0060796,              0.0060796
                    201,                0.56243,                0.47488,                 1.0907,                0.97684,                0.98346,                0.99353,                0.97729,                0.23831,                0.16187,                 0.8173,              0.0060598,              0.0060598,              0.0060598
                    202,                0.56278,                0.47672,                  1.085,                0.97623,                0.98393,                0.99353,                0.97739,                0.23765,                 0.1616,                0.81679,                0.00604,                0.00604,                0.00604
                    203,                0.56498,                0.47751,                 1.0929,                0.97639,                0.98384,                0.99352,                0.97746,                0.23701,                 0.1612,                0.81635,              0.0060202,              0.0060202,              0.0060202
                    204,                0.56154,                0.47183,                 1.0931,                0.97624,                0.98398,                0.99353,                0.97772,                0.23641,                0.16089,                0.81597,              0.0060004,              0.0060004,              0.0060004
                    205,                0.56436,                0.47352,                 1.0907,                0.97666,                0.98345,                0.99354,                0.97786,                0.23584,                0.16062,                 0.8155,              0.0059806,              0.0059806,              0.0059806
                    206,                0.55989,                0.46701,                  1.092,                0.97654,                0.98359,                0.99356,                0.97798,                0.23526,                0.16045,                 0.8151,              0.0059608,              0.0059608,              0.0059608
                    207,                0.56142,                0.47151,                 1.0866,                0.97671,                0.98346,                0.99356,                0.97799,                0.23464,                0.16011,                0.81462,               0.005941,               0.005941,               0.005941
                    208,                0.55668,                0.46619,                 1.0816,                0.97666,                0.98351,                0.99357,                0.97809,                0.23398,                 0.1598,                0.81411,              0.0059212,              0.0059212,              0.0059212
                    209,                0.55721,                0.46995,                  1.086,                0.97703,                0.98354,                0.99357,                0.97815,                0.23339,                0.15957,                0.81366,              0.0059014,              0.0059014,              0.0059014
                    210,                0.55843,                 0.4693,                 1.0836,                0.97691,                0.98368,                0.99358,                0.97827,                0.23273,                0.15924,                0.81313,              0.0058816,              0.0058816,              0.0058816
                    211,                0.55641,                0.46688,                 1.0797,                0.97647,                0.98403,                0.99358,                0.97835,                0.23207,                0.15899,                 0.8126,              0.0058618,              0.0058618,              0.0058618
                    212,                0.55284,                  0.468,                 1.0785,                0.97644,                0.98406,                0.99358,                0.97858,                0.23146,                0.15873,                0.81204,               0.005842,               0.005842,               0.005842
                    213,                0.55306,                0.46268,                  1.078,                0.97657,                0.98398,                0.99359,                0.97868,                0.23083,                0.15841,                0.81147,              0.0058222,              0.0058222,              0.0058222
                    214,                0.55355,                0.46312,                 1.0796,                0.97637,                0.98441,                0.99361,                0.97879,                0.23021,                0.15809,                0.81094,              0.0058024,              0.0058024,              0.0058024
                    215,                0.55458,                0.46689,                 1.0808,                0.97628,                 0.9842,                 0.9936,                0.97898,                0.22962,                0.15783,                0.81045,              0.0057826,              0.0057826,              0.0057826
                    216,                0.55309,                0.46293,                 1.0787,                0.97623,                0.98408,                0.99362,                0.97922,                0.22905,                0.15755,                0.80996,              0.0057628,              0.0057628,              0.0057628
                    217,                0.55149,                0.46237,                 1.0701,                0.97631,                0.98431,                0.99361,                0.97918,                0.22846,                0.15735,                0.80943,               0.005743,               0.005743,               0.005743
                    218,                 0.5473,                0.46011,                 1.0761,                0.97639,                0.98437,                0.99363,                0.97933,                0.22792,                0.15711,                0.80898,              0.0057232,              0.0057232,              0.0057232
                    219,                0.54601,                0.46104,                 1.0803,                0.97688,                0.98366,                0.99363,                0.97944,                0.22735,                0.15674,                0.80862,              0.0057034,              0.0057034,              0.0057034
                    220,                0.54406,                 0.4576,                 1.0791,                0.97664,                0.98372,                0.99364,                0.97951,                0.22679,                0.15648,                0.80831,              0.0056836,              0.0056836,              0.0056836
                    221,                0.54575,                0.45892,                 1.0756,                0.97673,                0.98386,                0.99364,                0.97966,                0.22622,                0.15603,                0.80796,              0.0056638,              0.0056638,              0.0056638
                    222,                0.54582,                0.45659,                 1.0716,                0.97692,                0.98365,                0.99364,                0.97981,                0.22559,                0.15573,                0.80748,               0.005644,               0.005644,               0.005644
                    223,                0.54456,                0.46235,                 1.0705,                0.97687,                0.98364,                0.99365,                 0.9799,                0.22502,                0.15553,                0.80704,              0.0056242,              0.0056242,              0.0056242
                    224,                0.54471,                0.45766,                 1.0717,                0.97715,                0.98324,                0.99365,                0.98006,                0.22442,                0.15535,                0.80656,              0.0056044,              0.0056044,              0.0056044
                    225,                0.54104,                 0.4533,                 1.0718,                0.97737,                0.98278,                0.99366,                0.98017,                0.22385,                0.15516,                0.80616,              0.0055846,              0.0055846,              0.0055846
                    226,                0.54463,                0.45171,                 1.0758,                0.97736,                0.98282,                0.99367,                0.98015,                0.22336,                0.15502,                0.80581,              0.0055648,              0.0055648,              0.0055648
                    227,                0.53997,                0.45436,                  1.073,                0.97767,                0.98294,                0.99367,                0.98025,                 0.2229,                0.15455,                0.80548,               0.005545,               0.005545,               0.005545
                    228,                0.54025,                0.45027,                 1.0704,                0.97767,                0.98318,                0.99367,                0.98029,                0.22242,                0.15419,                0.80514,              0.0055252,              0.0055252,              0.0055252
                    229,                0.54026,                0.45055,                 1.0705,                0.97775,                0.98318,                0.99368,                0.98031,                0.22201,                0.15397,                0.80483,              0.0055054,              0.0055054,              0.0055054
                    230,                0.53885,                0.44832,                  1.069,                0.97724,                0.98338,                0.99368,                 0.9804,                0.22157,                0.15378,                0.80446,              0.0054856,              0.0054856,              0.0054856
                    231,                0.53909,                0.44792,                 1.0642,                0.97803,                0.98241,                0.99368,                0.98051,                0.22101,                0.15344,                0.80395,              0.0054658,              0.0054658,              0.0054658
                    232,                0.53424,                0.44771,                 1.0676,                0.97779,                0.98247,                0.99368,                0.98061,                0.22045,                0.15331,                0.80351,               0.005446,               0.005446,               0.005446
                    233,                0.53458,                0.44473,                   1.06,                0.97758,                0.98288,                0.99368,                0.98077,                0.21992,                0.15312,                0.80311,              0.0054262,              0.0054262,              0.0054262
                    234,                0.53347,                0.44462,                 1.0581,                0.97816,                0.98236,                0.99368,                0.98079,                0.21954,                0.15293,                0.80271,              0.0054064,              0.0054064,              0.0054064
                    235,                 0.5338,                 0.4463,                 1.0594,                0.97754,                0.98293,                0.99369,                 0.9808,                0.21903,                0.15266,                0.80228,              0.0053866,              0.0053866,              0.0053866
                    236,                0.53084,                0.44001,                 1.0639,                0.97748,                0.98295,                 0.9937,                0.98092,                0.21855,                0.15249,                0.80193,              0.0053668,              0.0053668,              0.0053668
                    237,                0.52832,                0.43832,                   1.06,                 0.9778,                 0.9824,                 0.9937,                0.98096,                0.21813,                0.15232,                0.80154,               0.005347,               0.005347,               0.005347
                    238,                0.52767,                0.44023,                 1.0598,                0.97838,                0.98179,                0.99369,                0.98099,                0.21773,                0.15203,                0.80112,              0.0053272,              0.0053272,              0.0053272
                    239,                0.53352,                0.44603,                 1.0651,                0.97872,                0.98133,                0.99369,                0.98105,                0.21727,                0.15194,                0.80079,              0.0053074,              0.0053074,              0.0053074
                    240,                0.52743,                0.43958,                 1.0624,                0.97893,                0.98138,                 0.9937,                0.98118,                0.21676,                0.15166,                 0.8005,              0.0052876,              0.0052876,              0.0052876
                    241,                0.52804,                0.44079,                 1.0642,                0.97882,                0.98138,                 0.9937,                0.98128,                0.21637,                0.15149,                0.80021,              0.0052678,              0.0052678,              0.0052678
                    242,                0.52463,                0.43758,                 1.0573,                0.97896,                0.98138,                0.99371,                0.98137,                0.21606,                0.15131,                0.79992,               0.005248,               0.005248,               0.005248
                    243,                0.52606,                0.43868,                 1.0527,                0.97845,                0.98139,                0.99371,                0.98141,                0.21563,                 0.1511,                 0.7995,              0.0052282,              0.0052282,              0.0052282
                    244,                0.52514,                0.43474,                 1.0606,                0.97823,                0.98156,                 0.9937,                0.98153,                0.21509,                0.15111,                0.79922,              0.0052084,              0.0052084,              0.0052084
                    245,                 0.5233,                0.43993,                 1.0614,                0.97819,                 0.9814,                 0.9937,                0.98158,                 0.2146,                0.15079,                0.79903,              0.0051886,              0.0051886,              0.0051886
                    246,                0.52374,                0.43823,                  1.056,                0.97797,                0.98157,                0.99371,                0.98163,                0.21417,                0.15061,                0.79873,              0.0051688,              0.0051688,              0.0051688
                    247,                0.52134,                0.43587,                 1.0559,                0.97766,                 0.9819,                0.99371,                0.98175,                0.21373,                0.15058,                0.79843,               0.005149,               0.005149,               0.005149
                    248,                0.52347,                0.43747,                 1.0565,                0.97761,                0.98212,                0.99371,                0.98172,                0.21317,                0.15024,                0.79806,              0.0051292,              0.0051292,              0.0051292
                    249,                0.51651,                0.43031,                 1.0505,                0.97735,                0.98262,                0.99372,                0.98191,                0.21275,                0.15015,                0.79763,              0.0051094,              0.0051094,              0.0051094
                    250,                0.51837,                0.43278,                 1.0515,                0.97747,                0.98226,                0.99372,                0.98195,                0.21238,                0.15003,                 0.7973,              0.0050896,              0.0050896,              0.0050896
                    251,                0.51996,                0.43201,                 1.0474,                0.97713,                0.98237,                0.99372,                0.98207,                0.21196,                0.14989,                0.79691,              0.0050698,              0.0050698,              0.0050698
                    252,                0.51482,                0.42737,                 1.0483,                0.97759,                0.98213,                0.99373,                0.98206,                0.21155,                0.14952,                0.79663,                0.00505,                0.00505,                0.00505
                    253,                 0.4528,                 0.3607,                 1.0134,                0.97763,                0.98217,                0.99374,                0.98225,                0.21085,                0.14911,                0.79615,              0.0050302,              0.0050302,              0.0050302
                    254,                0.48573,                0.39336,                 1.0322,                0.97763,                0.98222,                0.99374,                0.98237,                0.21014,                0.14862,                 0.7957,              0.0050104,              0.0050104,              0.0050104
                    255,                 0.4925,                0.39998,                 1.0353,                0.97811,                0.98177,                0.99374,                0.98246,                0.20946,                0.14836,                0.79521,              0.0049906,              0.0049906,              0.0049906
                    256,                0.50005,                0.41316,                 1.0413,                0.97823,                0.98164,                0.99375,                0.98259,                0.20887,                0.14816,                 0.7948,              0.0049708,              0.0049708,              0.0049708
                    257,                0.50393,                0.41498,                 1.0455,                0.97798,                0.98196,                0.99375,                0.98267,                0.20828,                 0.1477,                0.79442,               0.004951,               0.004951,               0.004951
                    258,                0.50419,                0.41761,                 1.0408,                0.97775,                0.98203,                0.99374,                0.98282,                0.20777,                0.14762,                0.79399,              0.0049312,              0.0049312,              0.0049312
                    259,                0.50513,                0.41371,                 1.0443,                0.97791,                0.98207,                0.99375,                0.98289,                0.20718,                0.14736,                0.79363,              0.0049114,              0.0049114,              0.0049114
                    260,                0.50702,                0.41785,                 1.0485,                0.97812,                0.98205,                0.99375,                0.98299,                0.20656,                0.14722,                0.79329,              0.0048916,              0.0048916,              0.0048916
                    261,                0.50409,                 0.4179,                 1.0507,                 0.9787,                0.98164,                0.99376,                0.98314,                0.20606,                0.14695,                0.79303,              0.0048718,              0.0048718,              0.0048718
                    262,                0.50583,                0.42216,                 1.0502,                0.97939,                0.98098,                0.99376,                0.98312,                0.20555,                0.14675,                0.79284,               0.004852,               0.004852,               0.004852
                    263,                0.50648,                0.41984,                  1.052,                0.97931,                0.98118,                0.99376,                0.98317,                0.20512,                0.14661,                 0.7926,              0.0048322,              0.0048322,              0.0048322
                    264,                0.50505,                0.41729,                  1.045,                0.97951,                0.98088,                0.99376,                0.98323,                 0.2046,                0.14631,                0.79226,              0.0048124,              0.0048124,              0.0048124
                    265,                0.50717,                0.41694,                 1.0529,                0.97939,                0.98104,                0.99376,                0.98325,                0.20409,                 0.1462,                0.79198,              0.0047926,              0.0047926,              0.0047926
                    266,                0.50233,                0.41601,                 1.0443,                0.98027,                0.98012,                0.99376,                0.98332,                0.20363,                0.14606,                0.79168,              0.0047728,              0.0047728,              0.0047728
                    267,                0.50556,                  0.422,                 1.0498,                0.98087,                0.97952,                0.99377,                0.98336,                0.20315,                0.14581,                0.79145,               0.004753,               0.004753,               0.004753
                    268,                0.50619,                0.41859,                 1.0515,                 0.9809,                0.97972,                0.99377,                0.98348,                0.20275,                0.14541,                0.79124,              0.0047332,              0.0047332,              0.0047332
                    269,                0.50418,                0.41561,                 1.0465,                0.98017,                0.98004,                0.99377,                 0.9835,                0.20239,                 0.1453,                0.79104,              0.0047134,              0.0047134,              0.0047134
                    270,                0.50503,                0.42053,                 1.0454,                   0.98,                0.98031,                0.99377,                0.98357,                0.20203,                0.14509,                0.79078,              0.0046936,              0.0046936,              0.0046936
                    271,                0.50108,                0.41284,                 1.0395,                0.98071,                 0.9801,                0.99377,                0.98368,                 0.2017,                0.14492,                 0.7905,              0.0046738,              0.0046738,              0.0046738
                    272,                0.50341,                0.41332,                 1.0432,                0.98091,                0.97978,                0.99377,                0.98355,                0.20145,                0.14485,                0.79026,               0.004654,               0.004654,               0.004654
                    273,                0.50329,                0.41381,                 1.0445,                0.98067,                   0.98,                0.99377,                0.98365,                0.20115,                 0.1447,                0.78997,              0.0046342,              0.0046342,              0.0046342
                    274,                0.50042,                0.41422,                 1.0443,                0.98047,                0.98043,                0.99378,                0.98361,                0.20089,                0.14449,                0.78974,              0.0046144,              0.0046144,              0.0046144
                    275,                 0.5008,                0.41044,                 1.0403,                0.98103,                0.98015,                0.99378,                0.98374,                0.20063,                0.14432,                0.78952,              0.0045946,              0.0045946,              0.0045946
                    276,                0.50014,                0.41157,                 1.0449,                0.98123,                0.97982,                0.99378,                0.98391,                 0.2003,                0.14404,                0.78931,              0.0045748,              0.0045748,              0.0045748
                    277,                0.49736,                0.41031,                 1.0407,                0.98151,                0.97943,                0.99379,                0.98394,                    0.2,                0.14402,                0.78909,               0.004555,               0.004555,               0.004555
                    278,                0.49834,                0.41118,                 1.0438,                0.98167,                0.97923,                0.99379,                0.98396,                0.19972,                0.14389,                0.78889,              0.0045352,              0.0045352,              0.0045352
                    279,                0.49742,                0.41278,                 1.0413,                0.98151,                0.97968,                0.99379,                0.98401,                0.19937,                0.14385,                0.78868,              0.0045154,              0.0045154,              0.0045154
                    280,                0.49857,                0.41008,                 1.0368,                0.98155,                0.97972,                0.99379,                0.98408,                0.19899,                0.14356,                0.78844,              0.0044956,              0.0044956,              0.0044956
                    281,                0.49518,                0.40483,                 1.0397,                 0.9821,                0.97889,                0.99379,                0.98415,                0.19864,                0.14331,                0.78825,              0.0044758,              0.0044758,              0.0044758
                    282,                0.49385,                0.40668,                 1.0404,                0.98207,                0.97891,                0.99379,                0.98423,                0.19826,                0.14322,                0.78801,               0.004456,               0.004456,               0.004456
                    283,                0.49527,                0.40979,                 1.0395,                0.98242,                 0.9788,                 0.9938,                0.98429,                0.19793,                0.14312,                0.78785,              0.0044362,              0.0044362,              0.0044362
                    284,                0.49255,                0.40774,                 1.0392,                0.98221,                0.97877,                 0.9938,                0.98434,                0.19761,                0.14294,                0.78768,              0.0044164,              0.0044164,              0.0044164
                    285,                0.49175,                0.41054,                 1.0323,                0.98208,                0.97901,                0.99379,                0.98437,                0.19723,                0.14273,                0.78739,              0.0043966,              0.0043966,              0.0043966
                    286,                0.48837,                0.40349,                 1.0292,                0.98155,                0.97958,                 0.9938,                0.98444,                0.19692,                 0.1426,                0.78713,              0.0043768,              0.0043768,              0.0043768
                    287,                0.48856,                0.40015,                 1.0331,                0.98171,                0.97966,                 0.9938,                0.98449,                0.19666,                0.14243,                0.78695,               0.004357,               0.004357,               0.004357
                    288,                 0.4895,                0.40264,                 1.0321,                0.98257,                0.97888,                0.99382,                0.98453,                 0.1964,                0.14237,                 0.7868,              0.0043372,              0.0043372,              0.0043372
                    289,                 0.4878,                0.40284,                 1.0325,                0.98203,                0.97937,                0.99382,                0.98462,                0.19606,                0.14225,                0.78658,              0.0043174,              0.0043174,              0.0043174
                    290,                0.48602,                0.39929,                 1.0323,                0.98248,                 0.9789,                0.99382,                0.98467,                0.19566,                0.14207,                0.78635,              0.0042976,              0.0042976,              0.0042976
                    291,                0.48362,                0.39937,                 1.0292,                0.98227,                0.97943,                0.99382,                0.98462,                0.19543,                0.14215,                0.78613,              0.0042778,              0.0042778,              0.0042778
                    292,                0.48568,                0.39862,                 1.0248,                0.98228,                0.97916,                0.99383,                0.98472,                0.19512,                0.14193,                0.78584,               0.004258,               0.004258,               0.004258
                    293,                0.48671,                0.39781,                 1.0281,                0.98242,                0.97909,                0.99382,                 0.9847,                0.19481,                0.14185,                0.78556,              0.0042382,              0.0042382,              0.0042382
                    294,                 0.4829,                 0.3941,                 1.0228,                0.98248,                0.97929,                0.99383,                0.98469,                0.19446,                0.14153,                0.78525,              0.0042184,              0.0042184,              0.0042184
                    295,                0.48129,                 0.3965,                 1.0258,                0.98235,                 0.9793,                0.99382,                0.98474,                0.19422,                 0.1413,                0.78504,              0.0041986,              0.0041986,              0.0041986
                    296,                0.48077,                0.39391,                 1.0279,                0.98197,                 0.9797,                0.99382,                 0.9847,                0.19404,                0.14143,                0.78486,              0.0041788,              0.0041788,              0.0041788
                    297,                0.47858,                 0.3894,                 1.0228,                0.98155,                0.98007,                0.99383,                0.98486,                0.19373,                0.14113,                0.78462,               0.004159,               0.004159,               0.004159
                    298,                0.47799,                0.39069,                 1.0206,                0.98157,                0.98028,                0.99383,                0.98486,                0.19345,                0.14108,                0.78435,              0.0041392,              0.0041392,              0.0041392
                    299,                0.47686,                 0.3916,                 1.0232,                0.98243,                0.97964,                0.99383,                0.98488,                0.19318,                0.14096,                0.78414,              0.0041194,              0.0041194,              0.0041194
                    300,                0.47953,                0.39239,                 1.0191,                0.98119,                0.98042,                0.99383,                0.98492,                0.19286,                0.14083,                0.78389,              0.0040996,              0.0040996,              0.0040996
                    301,                0.47497,                0.38709,                 1.0227,                0.98152,                0.98016,                0.99382,                0.98494,                0.19255,                0.14074,                0.78375,              0.0040798,              0.0040798,              0.0040798
                    302,                0.47531,                0.38794,                 1.0279,                0.98342,                0.97833,                0.99383,                0.98508,                0.19214,                0.14049,                0.78359,                0.00406,                0.00406,                0.00406
                    303,                0.47398,                0.38771,                 1.0227,                0.98409,                0.97795,                0.99383,                0.98511,                0.19182,                0.14031,                0.78343,              0.0040402,              0.0040402,              0.0040402
                    304,                0.39251,                0.30704,                0.97019,                0.98289,                 0.9788,                0.99384,                0.98519,                0.19131,                0.13997,                0.78305,              0.0040204,              0.0040204,              0.0040204
                    305,                0.42436,                0.33593,                0.99207,                0.98222,                0.97996,                0.99385,                0.98527,                0.19069,                0.13951,                0.78268,              0.0040006,              0.0040006,              0.0040006
                    306,                0.43417,                0.34327,                0.99842,                0.98221,                0.97974,                0.99384,                0.98532,                 0.1901,                0.13933,                0.78242,              0.0039808,              0.0039808,              0.0039808
                    307,                0.44251,                0.35582,                 1.0056,                0.98241,                0.97945,                0.99384,                0.98546,                0.18964,                0.13901,                 0.7822,               0.003961,               0.003961,               0.003961
                    308,                0.44411,                0.35668,                 1.0014,                0.98276,                0.97942,                0.99386,                0.98549,                0.18916,                0.13873,                0.78188,              0.0039412,              0.0039412,              0.0039412
                    309,                0.44611,                0.36196,                 1.0081,                0.98275,                0.97939,                0.99386,                0.98554,                0.18881,                0.13854,                0.78169,              0.0039214,              0.0039214,              0.0039214
                    310,                0.44838,                0.35905,                 1.0031,                0.98264,                0.97981,                0.99387,                0.98563,                0.18843,                0.13819,                 0.7814,              0.0039016,              0.0039016,              0.0039016
                    311,                0.45148,                0.36203,                 1.0036,                0.98296,                0.97959,                0.99387,                0.98567,                0.18816,                0.13819,                0.78117,              0.0038818,              0.0038818,              0.0038818
                    312,                0.45013,                 0.3634,                 1.0049,                0.98296,                0.98013,                0.99387,                0.98566,                0.18783,                  0.138,                 0.7809,               0.003862,               0.003862,               0.003862
                    313,                0.45018,                0.36558,                 1.0026,                 0.9835,                0.97969,                0.99387,                0.98568,                0.18751,                0.13791,                0.78061,              0.0038422,              0.0038422,              0.0038422
                    314,                0.45059,                0.36191,                 1.0096,                0.98379,                0.97934,                0.99388,                0.98566,                0.18722,                0.13774,                0.78044,              0.0038224,              0.0038224,              0.0038224
                    315,                0.44785,                0.36374,                 1.0096,                0.98423,                0.97904,                0.99388,                0.98576,                0.18683,                0.13761,                0.78033,              0.0038026,              0.0038026,              0.0038026
                    316,                0.45167,                0.36626,                 1.0116,                 0.9845,                0.97903,                0.99389,                 0.9858,                0.18649,                0.13739,                0.78015,              0.0037828,              0.0037828,              0.0037828
                    317,                0.44872,                0.36076,                 1.0063,                0.98445,                0.97852,                0.99389,                0.98576,                0.18629,                0.13734,                0.77996,               0.003763,               0.003763,               0.003763
